"D1_pre"	"D2_pre"	"D1_post"	"D2_post"	"D1_follow"	"D2_follow"
33.5916040281904	34.2470052349833	28.41898414452	30.087579055202	30.2147055181499	30.7185627973818
40.3398427269428	39.5571779251977	33.5794321168008	33.7328855457552	36.5428078520853	37.0343948313648
39.7314129126428	40.1626624867017	35.2460235996311	34.245919761022	27.8105336593928	28.2823134030318
36.4472353139622	36.0145973741031	29.2177583125535	31.0903014710502	34.1234235863769	32.8670054218566
30.25821276651	32.6716041701837	22.8735697763221	24.380727532096	27.6150406785248	25.7585331002401
34.5525806960565	34.4630710436113	29.3964448280396	28.7015570626677	27.2034017913453	28.0758696771741
31.5041658483723	31.7411431302477	26.5318329641732	26.0545062180759	24.0750308778668	23.8038310220685
39.6465167066921	39.4204589251959	39.8200133539094	38.5210335211418	43.1185908244555	43.2659325097566
34.5304312945011	33.2474212039927	32.9030944041494	33.1499693402545	36.269383178353	38.3965219891998
33.1243151750828	33.1691806595864	25.630702749794	26.6567312047104	28.8625347216147	29.4497009888463
29.1365248745276	29.3252798402017	30.5625797699054	33.7591608495729	32.034611638106	32.7648961799182
33.406768015682	35.9638830567817	25.6732284712799	26.2971400769585	25.4149572257896	25.1890157867427
39.6763670111562	38.0366790360917	33.5591072749406	33.2664477229868	36.1858049302536	36.3429440715705
28.3158733891281	31.8336658993267	28.2204848082484	30.1318664070841	27.4062602969941	24.5144421837125
31.1454232149815	28.6826874580828	24.5298954649118	24.7070228727701	31.5350555935183	32.9227915242395
32.5032756825545	32.2686014978968	26.144988829908	26.4888941454878	30.3760628733537	29.6184289930284
34.1191013156318	34.3114159185097	28.295539420707	26.7002630788685	26.3799607225417	26.8581230255252
34.3504189784808	35.1944253409933	24.7938532525216	23.2950713481286	22.0436295230325	23.2554516926051
27.5577924895871	29.4495832433732	18.6425361378412	19.0459125598659	19.9146657288857	22.3806460209957
36.9319119484076	38.4268557782101	32.8165055968184	32.4169521233289	31.8010378504208	33.8701012677442
35.9044084867306	34.0419710107465	29.6279314141499	26.8666192153664	33.3830088735083	32.3566805409366
35.5565071777672	35.9247062905183	30.0475603774433	28.706550817845	31.1234703461337	32.8046040113413
25.6512519154505	26.0699061009918	17.2529031769583	17.7159572961005	19.0079286676033	18.4354419690458
35.095900266533	34.0409853010229	24.7702616236228	25.460553529176	28.5489017748778	26.2496647453135
38.1139020747508	37.8549464827291	32.7351993245973	32.5475622990727	32.4570959535917	31.6171212516567
28.9192663824096	27.8341752838018	25.8930218319704	27.5093119714595	26.313691761087	27.5235831087828
34.3780975586361	33.3012168818595	24.7440551169211	24.9301362544354	21.7866784448923	22.6029394067646
37.5128591914582	36.6018345680673	31.575179855963	32.6610739161561	37.9168276499516	40.0672152623305
34.2746648995839	31.5247725219476	30.8517829483495	29.5548105197864	32.475991493814	32.7171606613792
32.6175767933899	33.3851618364756	27.6870497276769	27.0354077898259	30.295229161377	30.3289787303004
34.5572581338726	34.6572135679115	30.2024082163714	29.6734653898303	29.5754579779062	31.405119516823
34.3031578493137	35.1038968104611	30.9192098681707	29.6336745325037	34.1708420202673	32.8504362615943
34.5968414792972	34.5911682475109	27.727379172153	26.1543754080011	30.62030403517	31.1828998369644
37.500810203117	39.6623842644891	33.7066756703495	32.4365470734701	40.3615354456838	40.6771036872502
39.0062538909074	39.272963082811	34.331183432329	33.7238422322741	40.1705610488858	40.199874740016
33.3761348596724	33.6621601648767	26.493324037798	23.1001910868193	24.9144174255336	24.3543959869936
35.4528532765195	34.7081605497424	32.7002498209092	34.6795366355411	34.2159971302457	31.76630638449
40.7447334062058	42.3830895444161	35.3422103671577	34.8458317730886	31.554941451792	31.1121264413369
33.5116012956752	33.0941866053325	26.7530107058118	27.1215215430175	30.483193383524	28.6207635706421
38.6712823709577	40.7115435022077	32.5544711691668	31.7943773451871	38.6714247631289	38.5451574270911
32.5367024434792	34.0586098805621	26.5875531797742	26.5552916033585	20.7899274434447	22.5088099864895
30.853987524504	32.2219475774328	32.9286444991822	34.0753087663489	32.5018790657067	33.1075543041943
40.5122192212474	39.6508689450028	34.0735146471598	35.0671040179139	36.7711140067604	35.9738102308613
34.2922623129592	35.2876763922007	29.5430060847866	28.2476933227732	32.2904083799541	31.286191573321
31.9877834610564	33.0991565256457	27.6443034195015	27.5781432152241	27.7903580589522	27.135082143018
27.2443264322354	27.0514140663581	23.0611289375461	23.2229974043963	29.7020341650621	28.2286106148371
31.9092305542218	33.5007165751379	30.6723476125009	30.3211510795325	23.0539916819865	21.3920104904107
30.7977078804215	30.0728738731107	23.5273621489804	22.9709291814189	26.2648394116123	24.7958085933926
34.0012620559412	34.6708274156884	30.5543095279358	30.2427461058754	28.3761210409209	27.8981526999998
39.8136054610926	39.8478200695336	35.5090338457749	35.8067192498716	40.0299228639553	38.5280922846897
31.0251039197544	30.1014259344867	24.6581736806685	27.0630423550209	25.7644889008839	26.7288203512149
36.4015526125258	34.5600011402523	29.6752048526494	31.2997660909427	26.6089604119538	28.3483261524754
36.6156821670979	38.2089136429034	33.1229104155408	31.3969799182006	31.649307438579	32.5943568280624
35.3905121891398	35.5325297696361	28.6983170185095	29.698799561261	28.3216172279103	29.0622458556356
38.9655053583531	37.8013313614083	31.5552559796299	34.534720823102	31.6197408353082	34.4557079433007
33.8883856453437	33.3632280593415	25.1877512901336	26.2815599082183	34.2151053425735	34.9576116507626
27.379788502353	29.8501298977929	25.0783877073359	23.9346990006481	21.8201146567017	23.4661742733402
35.5354889102974	34.1246050554607	32.8567761640089	33.7539003344504	35.6725761598174	35.8672243281403
30.880477291503	31.4009044900025	19.2636809902806	22.0698663282853	26.2444055955779	25.0003886850531
31.4874961495605	30.1115668320945	24.8306170226467	26.5772049775096	29.0757440489102	29.4192416410182
25.5983412200716	28.1138082178811	20.2914964838242	17.18974052355	22.3407913644623	23.8661982900911
31.7314153154877	33.1419779949036	25.0337750342491	23.9510330951514	28.6894085341814	27.3544151191123
33.1684507240613	33.590238758054	24.7767202349522	27.4126774522805	28.3655249932314	30.7820276693408
38.090956151386	37.3167040433298	26.701697607929	28.4932841485187	35.2801694022196	34.1581457564184
39.4864068559838	39.491006715284	31.4613374211839	32.1372994525116	30.5464583643103	29.0689625341719
33.38802569522	36.0571496040097	29.2445357774539	25.8719775573185	28.8496366054913	29.0140386775932
34.1543510505048	35.236137785914	30.7449126027084	27.6494395790256	28.9010551529108	27.9969290156607
38.9312037099872	38.3804816829057	28.6469492950365	28.7141872817768	34.5081963260221	32.7859615169289
34.4271049692152	34.2878866501099	28.6152390734026	28.4552917636736	31.1609618433719	31.6829891437387
38.1802470005544	37.0829866928314	33.1552612473693	32.4557640726487	32.7997828601864	34.2136651667324
35.7238262693006	33.643630978073	32.4550236939121	32.3983339966913	32.4503199341495	32.7666060743007
34.384231373849	35.8989621367365	29.2195174919171	28.3382224711116	30.1530857161692	30.145707372711
34.2339378933799	37.8195586643838	30.8199387869013	30.34810317514	38.7362308077853	39.9297682234558
33.4622337209891	34.2391629005511	24.8003864376516	25.9226394445936	32.0592902495074	32.6802115329457
33.45406442205	30.7428740880429	32.7140987746926	34.2375024015127	35.1320045849285	34.6058929657364
36.6604019523571	36.9428656636796	35.337149343983	34.8255247609808	39.7907936896898	42.2632428423856
32.0587921775393	30.570662931803	23.398685749628	22.8684977925673	26.8198330991727	29.4918281759866
30.4819645655377	30.8879149029493	32.4847246769532	31.5395935734217	26.9600480427282	27.6450404462738
34.7168981843833	36.1097693186206	28.006940051698	28.5059086888612	26.042799559131	24.6753352744294
36.5630584960712	36.9662788716206	29.7076453942425	29.0579440918419	33.3852861166785	32.8925316371788
33.2663813468572	33.5332095208948	27.0140242768102	26.7367914010272	27.2105263228711	27.1297749680656
34.1665153800783	33.0596024461482	31.9457754729144	31.7804824947591	36.0826812947473	37.2430281550618
33.2868167544668	33.5186466422007	30.0369028325788	29.3355098633284	35.1885956050365	34.2556195105313
25.8246870437272	28.090103550143	21.6984141998084	22.4138950207177	25.2112210421372	27.3281603282621
32.5004948597702	32.9199831579389	29.0698920994844	26.8524246060814	29.2567901727178	29.8589138073024
33.2112143721534	33.7924012297219	28.3677312468653	29.368563278223	36.0458534983187	34.8928599689544
29.8138757942956	31.9972837228887	25.8251522895287	25.8770064066244	26.5539609474094	27.4115173250509
35.7407855082754	37.1280800862907	31.3140081063296	29.7472957887736	36.0298368177169	34.9557874417653
34.5291693388829	36.9972912100106	33.4256798638503	32.9458220247541	33.5506058773553	35.2380054084045
30.9356344558862	30.2252129784707	25.0373488934414	26.211332778835	28.3639595105084	25.6578636621854
31.3617817368045	31.6453851719432	29.8307851917475	31.0981003224074	35.0505688690723	35.7623969364655
36.0283192299762	36.6404321064098	29.7643562161689	29.4310221368458	30.2241475405288	31.53531168388
32.9429095633943	31.2018390246093	26.6492094855856	26.7652898528639	34.9893560203596	33.3463465040188
34.4218484282126	35.1078378617281	27.7308495810479	25.6534568260154	26.671346685073	27.1797288838342
40.3161362610549	40.8539932239926	37.1697940132989	37.4280833441983	44.3096703240383	46.0405037832018
30.1303733599284	32.7049416819278	27.5266453750159	28.6779327483028	32.1329768803609	33.7273310065602
32.2125017467861	32.5228204073859	26.0367805485756	26.2507590003778	25.6849938951649	25.5210998483209
28.208368035448	30.6179421519153	26.288733044934	24.8704803507542	26.7569943079259	24.9650516565431
31.1405077606145	34.6280413166779	30.1897890748187	33.3939074767764	38.8674402936957	39.320467735237
31.7159350876797	32.4737453184066	29.3857900966315	30.2482357110322	35.471951470697	35.7573768066445
37.7642910238318	36.356903244044	34.1447377485221	33.4628575994358	38.304145789939	39.1851202041856
35.9964919790725	38.1155893512259	35.8293360817132	39.4956975617826	41.643348593869	41.4686310076772
32.0781814914096	33.8800718302297	29.5230211462411	29.4203876508905	33.1007300955758	34.6257880692587
35.9802187429776	36.2524388997242	29.3739048007666	28.7830645531939	34.5233440215161	32.8852917615171
39.9194595877372	41.5800520846557	34.8546701945586	34.0790119939273	38.6660610104201	39.0007848926043
34.8486169023324	36.7059132720583	27.1957569246517	27.8538197627223	33.0539019338738	36.178114011514
33.3601716064438	33.8506657264413	26.7793610008939	26.012969643722	20.7116785504019	22.4070630737239
36.0150201070679	35.8323112915305	33.3883703940894	34.4467710207728	33.349494027977	33.2283630448445
39.4424356602161	38.1256173956297	34.6893172947132	33.862443447825	40.8725783768408	41.702024079561
41.1057658835417	41.2271101783442	35.7291960067992	34.6167833275091	35.5907543294479	34.3863080108945
32.5426090848637	29.9879669728343	20.1191058290468	21.9164736750035	23.8899095438507	21.5213587462151
35.8907024888954	35.9919152834358	29.1060380200879	27.8948031173739	31.8737890979686	31.8109199507236
32.3854645422378	30.3137070477278	25.8115090721707	26.7010430662036	32.5443519008686	34.3572602255122
38.8984741672011	39.2836738877454	28.7480822190371	30.1392107055485	31.7701794277928	30.193675644748
